Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress Scoreå¨,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,9/29/18 11:52,FALSE,St Marys County Running,4.36,378,0:41:56,143,164,161,179,9:36,5:02,3,7,1.04,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,5,0
Running,9/22/18 10:43,FALSE,Washington Running,5.22,587,0:47:50,169,193,169,203,9:09,4:52,179,176,1.04,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,6,0
Running,9/15/18 11:14,FALSE,Washington Running,3.12,309,0:26:27,164,183,173,190,8:29,5:23,112,113,1.09,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,9/9/18 12:21,FALSE,Washington Running,3.52,316,0:28:30,158,180,178,192,8:06,5:57,83,164,1.11,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,9/9/18 12:04,FALSE,Washington Running,0.85,101,07:20.7,189,202,171,183,8:39,7:40,65,17,1.09,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,1,0
Running,9/1/18 13:04,FALSE,Washington Running,6.03,697,0:58:48,167,189,161,182,9:45,6:29,295,348,1.03,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,7,0
Running,8/18/18 12:13,FALSE,Washington Running,3.02,333,0:26:51,172,208,165,186,8:53,6:53,95,112,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,8/5/18 9:27,FALSE,Harrington Running,3.45,209,1:11:32,87,127,30,127,20:42,12:27,25,22,2.62,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,7/31/18 16:48,FALSE,Harrington Running,3.28,415,0:34:49,164,189,156,247,10:37,8:00,518,535,0.97,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,7/15/18 7:39,FALSE,Washington Running,8.04,878,1:12:40,165,185,165,182,9:03,7:45,132,76,1.08,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,10,0
Running,7/9/18 20:24,FALSE,Washington Running,5.12,538,0:43:53,166,184,163,183,8:35,4:36,273,280,1.15,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,6,0
Running,6/17/18 7:21,FALSE,McDowell County Running,2.01,225,0:24:03,137,164,156,230,11:58,8:10,603,593,0.86,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,3,0
Running,5/8/18 18:02,FALSE,Washington Running,3.01,275,0:24:34,156,186,164,179,8:09,6:34,166,184,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,4/28/18 10:17,FALSE,Washington Running,7.45,791,1:07:33,162,184,164,197,9:04,4:33,222,397,1.08,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,8,0
Running,4/21/18 7:35,FALSE,Roanoke Running,13.26,"1,115",2:03:12,144,201,164,194,9:17,4:56,"1,784","1,777",1.06,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,14,0
Running,4/14/18 12:27,FALSE,Page County Running,6.01,775,1:04:56,163,198,159,177,10:49,6:16,"1,219","1,252",0.94,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,7,0
Running,4/8/18 7:39,FALSE,Washington Running,10.14,997,1:23:31,166,195,171,191,8:14,3:59,53,47,1.14,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,11,0
Running,4/4/18 18:30,FALSE,Washington Running,4.84,455,0:39:56,161,192,165,181,8:15,6:37,288,57,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,5,0
Running,4/1/18 11:35,FALSE,Washington Running,9.01,911,1:23:29,161,184,163,190,9:16,5:46,845,831,1.06,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,10,0
Running,3/29/18 18:59,FALSE,Washington Running,4.63,445,0:39:09,159,193,163,189,8:27,3:51,248,221,1.17,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,5,0
Running,3/23/18 9:30,FALSE,Denver Running,7.04,751,1:04:32,161,180,169,184,9:10,2:13,62,56,1.04,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,8,0
Running,3/22/18 15:17,FALSE,Denver Running,4.43,465,0:39:37,161,180,164,179,8:57,8:06,22,21,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,5,0
Running,3/22/18 11:43,FALSE,Denver Running,0.67,56,04:58.8,158,179,163,173,7:29,4:25,--,--,1.32,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,1,0
Running,3/11/18 13:54,FALSE,Washington Running,6.71,708,1:00:30,162,193,164,181,9:01,5:46,538,546,1.09,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,7,0
Running,3/1/18 20:05,FALSE,Washington Running,3.45,344,0:27:36,170,218,167,195,8:00,5:29,198,208,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,2/24/18 12:30,FALSE,Washington Running,7.44,709,1:03:45,161,187,163,184,8:34,6:02,555,568,1.15,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,8,0
Running,2/20/18 21:39,FALSE,Washington Running,2.77,236,0:20:26,164,201,168,197,7:22,4:08,93,134,1.3,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,3,0
Running,2/10/18 9:14,FALSE,Washington Running,6.28,460,0:54:17,136,195,165,186,8:39,6:21,62,55,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,7,0
Running,1/28/18 11:57,FALSE,Washington Running,5.27,605,0:50:02,168,187,162,179,9:29,5:36,530,527,1.05,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,6,0
Running,1/20/18 12:55,FALSE,Washington Running,3.57,340,0:28:54,166,197,167,180,8:05,7:13,119,153,1.19,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,12/23/17 13:07,FALSE,Washington Running,3.06,333,0:27:00,171,196,162,188,8:49,5:14,295,64,1.11,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,4,0
Running,11/28/17 21:11,FALSE,Washington Running,0.9,126,0:13:55,136,158,124,167,15:31,7:22,81,55,0.84,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,1,0
Running,11/4/17 8:58,FALSE,Point Pleasant Beach Running,3.27,320,0:30:04,150,186,163,189,9:12,5:06,13,16,1.08,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,10/14/17 18:16,FALSE,Moab Running,2.24,217,0:25:20,143,190,151,181,11:17,6:36,52,33,0.95,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,9/4/17 13:39,FALSE,Washington Running,4.28,479,0:37:54,172,198,162,179,8:51,7:07,215,213,1.13,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/25/17 19:27,FALSE,Washington Running,5.15,541,0:48:04,158,190,157,185,9:20,7:22,490,487,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/18/17 19:33,FALSE,Washington Running,4.02,393,0:36:38,153,187,155,175,9:07,7:37,312,311,1.14,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/8/17 10:21,FALSE,Williamsburg Running,1.59,153,0:14:23,149,186,159,173,9:03,6:39,115,120,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/3/17 8:24,FALSE,Miami Beach Running,3,349,0:31:43,151,178,161,175,10:34,8:24,3,3,0.95,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,6/18/17 13:22,FALSE,Miami Beach Running,3.17,362,0:34:12,147,166,157,177,10:48,8:43,--,--,0.95,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,6/17/17 17:00,FALSE,Miami Beach Running,4.09,344,0:43:09,132,174,156,185,10:33,4:40,--,--,0.98,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,6/10/17 11:30,FALSE,Tough mudder,10,--,0:00:00,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,6/4/17 18:29,FALSE,Washington Running,5.29,550,0:42:35,172,192,165,179,8:03,7:01,125,116,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,5/28/17 16:50,FALSE,Washington Running,3.86,395,0:32:31,164,184,164,177,8:26,7:10,124,139,1.16,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/29/17 5:02,FALSE,Chesterfield Running,11.43,"1,070",2:06:08,143,166,161,191,11:02,7:13,482,481,0.91,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/28/17 22:10,FALSE,Chesterfield Running,9.83,"1,148",1:39:22,157,184,165,185,10:07,7:45,367,365,0.96,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/28/17 16:00,FALSE,Chesterfield Running,10.46,"1,422",1:40:19,171,187,164,182,9:36,6:59,503,506,1.02,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/25/17 18:46,FALSE,Washington Running,5.45,486,0:44:32,142,160,167,186,8:10,7:11,127,133,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/22/17 17:31,FALSE,Williamsburg Running,8.34,784,1:06:44,152,173,173,197,8:00,5:25,355,347,1.17,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/21/17 17:15,FALSE,Williamsburg Running,4.26,484,0:38:19,152,177,163,182,9:00,5:39,254,259,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/18/17 6:06,FALSE,Washington Running,3.05,311,0:22:22,164,185,178,190,7:20,6:50,77,70,1.23,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/17/17 18:39,FALSE,Washington Running,5.02,481,0:35:16,164,187,173,202,7:01,3:45,116,101,1.33,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/14/17 23:20,FALSE,Williamsburg Running,6.13,585,0:47:46,154,178,169,190,7:48,6:21,242,228,1.22,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/13/17 19:48,FALSE,Washington Running,3.58,330,0:25:25,159,178,173,191,7:06,4:56,169,162,1.31,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/11/17 18:33,FALSE,Washington Running,7.78,778,1:04:42,154,184,170,197,8:19,6:49,329,330,1.14,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/9/17 18:50,FALSE,Washington Running,5.11,541,0:42:13,157,170,174,193,8:15,6:16,128,116,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/9/17 12:30,FALSE,Washington Running,9.5,"1,278",1:37:47,163,186,160,189,10:17,4:50,"1,137","1,174",0.98,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/9/17 11:43,FALSE,Washington Running,0.55,48,04:30.4,133,153,159,177,8:08,7:04,4,--,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/8/17 17:18,FALSE,Washington Running,4.07,423,0:29:36,165,188,178,194,7:17,6:51,105,100,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/6/17 18:56,FALSE,Washington Running,6.2,595,0:46:57,152,174,170,189,7:34,6:38,154,140,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/5/17 19:07,FALSE,Washington Running,6.04,607,0:46:23,155,171,167,182,7:40,6:57,128,138,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/30/17 19:17,FALSE,Washington Running,6.83,659,0:51:47,155,181,170,196,7:35,6:28,237,232,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/29/17 20:35,FALSE,Washington Running,6.28,598,0:48:12,154,181,169,193,7:41,5:40,188,175,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/28/17 19:27,FALSE,Washington Running,6.34,638,0:48:16,163,184,167,196,7:37,5:25,143,154,1.27,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/26/17 15:46,FALSE,Williamsburg Running,4.17,464,0:36:53,156,175,162,180,8:51,5:05,202,205,1.13,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/26/17 9:17,FALSE,Williamsburg Running,5.01,552,0:40:55,162,177,163,230,8:10,5:32,115,115,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/23/17 18:32,FALSE,Washington Running,6.32,582,0:47:33,154,184,168,187,7:31,6:44,207,199,1.27,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/21/17 19:30,FALSE,Washington Running,6.06,579,0:46:15,158,184,165,177,7:38,6:13,126,135,1.28,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/11/17 8:33,FALSE,Washington Running,13.22,"1,462",1:40:39,176,192,171,189,7:37,5:04,486,456,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/8/17 19:16,FALSE,Washington Running,5.1,485,0:39:10,155,175,167,184,7:41,6:40,116,109,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/4/17 16:51,FALSE,Washington Running,4.8,451,0:36:43,156,180,170,188,7:39,4:37,122,109,1.23,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/2/17 19:21,FALSE,Washington Running,1.27,114,09:02.2,159,179,171,182,7:06,6:05,70,18,1.32,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/2/17 19:07,FALSE,Washington Running,1.13,90,07:14.3,160,185,179,195,6:23,5:32,15,58,1.41,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/28/17 19:08,FALSE,Washington Running,4.1,379,0:32:16,151,176,165,183,7:52,3:44,37,96,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/25/17 10:27,FALSE,Washington Running,11.01,"1,162",1:33:50,164,182,169,188,8:32,3:32,503,514,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/23/17 18:29,FALSE,Washington Running,6.1,593,0:46:58,163,182,171,190,7:42,3:24,150,161,1.22,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/20/17 13:54,FALSE,Washington Running,3.79,378,0:29:02,169,187,174,195,7:40,5:25,109,88,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/17/17 14:37,FALSE,Berkeley Running,9.25,973,1:22:24,160,185,170,192,8:55,4:45,"1,262","1,244",1.06,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/16/17 9:51,FALSE,Berkeley Running,6.94,776,1:01:56,166,183,167,198,8:56,4:53,"1,158","1,125",1.08,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
